center,left,right,steering_angle,accelerator,brake,speed
D:\self driving car\IMG\center_2024_01_28_12_19_52_959.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_52_959.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_52_959.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_19_53_028.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_53_028.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_53_028.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_53_098.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_53_098.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_53_098.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_53_164.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_53_164.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_53_164.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_53_234.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_53_234.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_53_234.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_53_302.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_53_302.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_53_302.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_53_373.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_53_373.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_53_373.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_19_53_441.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_53_441.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_53_441.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_53_510.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_53_510.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_53_510.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_19_53_581.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_53_581.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_53_581.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_53_650.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_53_650.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_53_650.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_19_53_722.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_53_722.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_53_722.jpg,-0.1,1,0,30.18766
D:\self driving car\IMG\center_2024_01_28_12_19_53_794.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_53_794.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_53_794.jpg,0,1,0,30.18721
D:\self driving car\IMG\center_2024_01_28_12_19_53_864.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_53_864.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_53_864.jpg,0,1,0,30.19013
D:\self driving car\IMG\center_2024_01_28_12_19_53_932.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_53_932.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_53_932.jpg,0,1,0,30.19041
D:\self driving car\IMG\center_2024_01_28_12_19_54_002.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_54_002.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_54_002.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_54_073.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_54_073.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_54_073.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_19_54_143.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_54_143.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_54_143.jpg,0,1,0,30.19041
D:\self driving car\IMG\center_2024_01_28_12_19_54_212.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_54_212.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_54_212.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_54_282.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_54_282.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_54_282.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_54_353.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_54_353.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_54_353.jpg,-0.1,1,0,30.18771
D:\self driving car\IMG\center_2024_01_28_12_19_54_427.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_54_427.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_54_427.jpg,0,1,0,30.18995
D:\self driving car\IMG\center_2024_01_28_12_19_54_498.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_54_498.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_54_498.jpg,0,1,0,30.19025
D:\self driving car\IMG\center_2024_01_28_12_19_54_568.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_54_568.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_54_568.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_19_54_638.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_54_638.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_54_638.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_54_721.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_54_721.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_54_721.jpg,-0.15,1,0,30.18443
D:\self driving car\IMG\center_2024_01_28_12_19_54_789.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_54_789.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_54_789.jpg,0,1,0,30.18601
D:\self driving car\IMG\center_2024_01_28_12_19_54_860.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_54_860.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_54_860.jpg,0,1,0,30.18998
D:\self driving car\IMG\center_2024_01_28_12_19_54_932.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_54_932.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_54_932.jpg,0,1,0,30.19022
D:\self driving car\IMG\center_2024_01_28_12_19_55_001.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_55_001.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_55_001.jpg,-0.2,1,0,30.1812
D:\self driving car\IMG\center_2024_01_28_12_19_55_071.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_55_071.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_55_071.jpg,0,1,0,30.18495
D:\self driving car\IMG\center_2024_01_28_12_19_55_139.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_55_139.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_55_139.jpg,0,1,0,30.18979
D:\self driving car\IMG\center_2024_01_28_12_19_55_211.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_55_211.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_55_211.jpg,0,1,0,30.19017
D:\self driving car\IMG\center_2024_01_28_12_19_55_279.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_55_279.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_55_279.jpg,0,1,0,30.19032
D:\self driving car\IMG\center_2024_01_28_12_19_55_349.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_55_349.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_55_349.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_19_55_418.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_55_418.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_55_418.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_19_55_487.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_55_487.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_55_487.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_55_556.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_55_556.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_55_556.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_55_623.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_55_623.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_55_623.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_19_55_690.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_55_690.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_55_690.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_19_55_759.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_55_759.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_55_759.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_19_55_830.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_55_830.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_55_830.jpg,0.1,1,0,30.18769
D:\self driving car\IMG\center_2024_01_28_12_19_55_900.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_55_900.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_55_900.jpg,0,1,0,30.18993
D:\self driving car\IMG\center_2024_01_28_12_19_55_970.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_55_970.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_55_970.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_56_040.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_56_040.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_56_040.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_19_56_110.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_56_110.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_56_110.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_19_56_178.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_56_178.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_56_178.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_56_247.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_56_247.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_56_247.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_19_56_319.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_56_319.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_56_319.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_56_387.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_56_387.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_56_387.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_56_458.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_56_458.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_56_458.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_19_56_530.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_56_530.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_56_530.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_19_56_601.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_56_601.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_56_601.jpg,-0.1,1,0,30.18768
D:\self driving car\IMG\center_2024_01_28_12_19_56_673.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_56_673.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_56_673.jpg,0,1,0,30.18711
D:\self driving car\IMG\center_2024_01_28_12_19_56_740.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_56_740.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_56_740.jpg,0,1,0,30.1901
D:\self driving car\IMG\center_2024_01_28_12_19_56_807.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_56_807.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_56_807.jpg,0,1,0,30.19025
D:\self driving car\IMG\center_2024_01_28_12_19_56_876.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_56_876.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_56_876.jpg,0,1,0,30.19042
D:\self driving car\IMG\center_2024_01_28_12_19_56_942.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_56_942.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_56_942.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_57_013.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_57_013.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_57_013.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_19_57_084.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_57_084.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_57_084.jpg,-0.2,1,0,30.18005
D:\self driving car\IMG\center_2024_01_28_12_19_57_156.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_57_156.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_57_156.jpg,0,1,0,30.18933
D:\self driving car\IMG\center_2024_01_28_12_19_57_227.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_57_227.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_57_227.jpg,0,1,0,30.19016
D:\self driving car\IMG\center_2024_01_28_12_19_57_297.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_57_297.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_57_297.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_19_57_370.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_57_370.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_57_370.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_19_57_441.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_57_441.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_57_441.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_57_510.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_57_510.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_57_510.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_19_57_581.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_57_581.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_57_581.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_57_653.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_57_653.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_57_653.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_19_57_726.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_57_726.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_57_726.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_57_796.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_57_796.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_57_796.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_19_57_867.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_57_867.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_57_867.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_19_57_940.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_57_940.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_57_940.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_19_58_012.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_58_012.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_58_012.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_19_58_086.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_58_086.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_58_086.jpg,0,1,0,30.19045
D:\self driving car\IMG\center_2024_01_28_12_19_58_153.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_58_153.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_58_153.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_58_225.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_58_225.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_58_225.jpg,0,1,0,30.19032
D:\self driving car\IMG\center_2024_01_28_12_19_58_297.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_58_297.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_58_297.jpg,-0.05,1,0,30.18977
D:\self driving car\IMG\center_2024_01_28_12_19_58_364.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_58_364.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_58_364.jpg,-0.2,1,0,30.17981
D:\self driving car\IMG\center_2024_01_28_12_19_58_438.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_58_438.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_58_438.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_19_58_509.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_58_509.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_58_509.jpg,0,1,0,30.19025
D:\self driving car\IMG\center_2024_01_28_12_19_58_581.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_58_581.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_58_581.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_58_652.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_58_652.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_58_652.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_19_58_725.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_58_725.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_58_725.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_19_58_797.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_58_797.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_58_797.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_19_58_866.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_58_866.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_58_866.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_19_58_938.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_58_938.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_58_938.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_59_011.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_59_011.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_59_011.jpg,-0.1,1,0,30.18768
D:\self driving car\IMG\center_2024_01_28_12_19_59_079.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_59_079.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_59_079.jpg,0,1,0,30.18596
D:\self driving car\IMG\center_2024_01_28_12_19_59_151.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_59_151.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_59_151.jpg,0,1,0,30.19014
D:\self driving car\IMG\center_2024_01_28_12_19_59_224.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_59_224.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_59_224.jpg,0,1,0,30.19024
D:\self driving car\IMG\center_2024_01_28_12_19_59_297.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_59_297.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_59_297.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_19_59_367.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_59_367.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_59_367.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_19_59_436.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_59_436.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_59_436.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_19_59_506.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_59_506.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_59_506.jpg,0,1,0,30.19025
D:\self driving car\IMG\center_2024_01_28_12_19_59_580.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_59_580.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_59_580.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_19_59_653.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_59_653.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_59_653.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_19_59_723.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_59_723.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_59_723.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_19_59_790.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_59_790.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_59_790.jpg,-0.1,1,0,30.18764
D:\self driving car\IMG\center_2024_01_28_12_19_59_858.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_59_858.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_59_858.jpg,0,1,0,30.18596
D:\self driving car\IMG\center_2024_01_28_12_19_59_928.jpg,D:\self driving car\IMG\left_2024_01_28_12_19_59_928.jpg,D:\self driving car\IMG\right_2024_01_28_12_19_59_928.jpg,0,1,0,30.19014
D:\self driving car\IMG\center_2024_01_28_12_20_00_000.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_00_000.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_00_000.jpg,0,1,0,30.19024
D:\self driving car\IMG\center_2024_01_28_12_20_00_067.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_00_067.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_00_067.jpg,0,1,0,30.19025
D:\self driving car\IMG\center_2024_01_28_12_20_00_141.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_00_141.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_00_141.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_00_212.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_00_212.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_00_212.jpg,-0.05,1,0,30.18982
D:\self driving car\IMG\center_2024_01_28_12_20_00_280.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_00_280.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_00_280.jpg,-0.25,1,0,30.17506
D:\self driving car\IMG\center_2024_01_28_12_20_00_348.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_00_348.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_00_348.jpg,0,1,0,30.18934
D:\self driving car\IMG\center_2024_01_28_12_20_00_419.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_00_419.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_00_419.jpg,0,1,0,30.1902
D:\self driving car\IMG\center_2024_01_28_12_20_00_489.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_00_489.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_00_489.jpg,0,1,0,30.19025
D:\self driving car\IMG\center_2024_01_28_12_20_00_562.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_00_562.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_00_562.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_20_00_637.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_00_637.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_00_637.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_00_703.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_00_703.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_00_703.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_00_777.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_00_777.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_00_777.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_00_846.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_00_846.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_00_846.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_00_920.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_00_920.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_00_920.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_00_986.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_00_986.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_00_986.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_01_053.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_01_053.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_01_053.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_20_01_127.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_01_127.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_01_127.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_01_200.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_01_200.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_01_200.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_20_01_268.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_01_268.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_01_268.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_20_01_336.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_01_336.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_01_336.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_20_01_404.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_01_404.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_01_404.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_01_478.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_01_478.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_01_478.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_20_01_549.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_01_549.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_01_549.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_01_618.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_01_618.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_01_618.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_01_686.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_01_686.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_01_686.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_01_755.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_01_755.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_01_755.jpg,0,1,0,30.19031
